LoanID,IssueDate,IssueYear,IssueMonth,LoanAmount,Term_Months,InterestRate,Grade,Purpose,HomeOwnership,EmploymentLength,AnnualIncome,DTI,RevolvingUtilization,CreditHistoryYears,Delinquencies2Yrs,OpenAccounts,DefaultFlag,LoanStatus,DTI_Segment,RiskTier,HighRevolvingUtil,ThinFile,HighDTI,LoanToIncome,DefaultProbability,CapitalAtRisk
LC001242,2024-08-01,2024,8,30000,60,27.19,F,Education,MORTGAGE,6 years,69124,19.29,63.05,9.4,0,10,1,Charged Off,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.434,0.4159,12477
LC001243,2022-06-01,2022,6,15000,36,9.66,B,Education,OWN,8 years,92593,9.79,63.18,10.2,0,4,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.162,0.0938,1406
LC001244,2023-05-01,2023,5,15000,36,6.56,A,Education,OWN,8 years,34904,35.99,55.09,21.5,0,9,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.4297,0.0911,1367
LC001245,2024-10-01,2024,10,15000,36,26.72,F,Small Business,MORTGAGE,2 years,64492,32.56,23.53,18.7,1,9,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.2326,0.4352,6529
LC001246,2021-12-01,2021,12,20000,36,13.15,C,Debt Consolidation,RENT,6 years,50890,24.05,31.4,9.8,0,11,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.393,0.1348,2696
LC001247,2020-09-01,2020,9,10000,36,24.77,F,Debt Consolidation,MORTGAGE,5 years,82739,18.55,57.1,30.7,0,10,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.1209,0.3872,3872
LC001248,2021-07-01,2021,7,40000,60,27.35,F,Auto,MORTGAGE,10+ years,51143,19.95,9.27,15.7,1,11,1,Charged Off,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.7821,0.385,15400
LC001249,2021-06-01,2021,6,15000,36,21.5,E,Small Business,RENT,7 years,44691,16.1,6.73,11.8,1,10,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.3356,0.2966,4449
LC001250,2023-05-01,2023,5,5000,60,9.02,B,Education,RENT,6 years,71001,17.57,16.59,11.1,0,5,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.0704,0.0647,324
LC001251,2019-05-01,2019,5,20000,60,10.84,B,Small Business,OWN,1 year,83959,25.31,56.33,9.9,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2382,0.1022,2044
LC001252,2024-10-01,2024,10,5000,60,20.86,E,Debt Consolidation,MORTGAGE,7 years,38786,20.3,82.51,18.8,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),1,0,0,0.1289,0.3412,1706
LC001253,2019-09-01,2019,9,5000,60,8.88,B,Debt Consolidation,MORTGAGE,1 year,52547,44.17,48.79,10.5,0,4,1,Charged Off,DTI > 43% (Very High),Grade A/B (Prime),0,0,1,0.0952,0.1632,816
LC001254,2024-10-01,2024,10,10000,60,7.99,A,Medical,OWN,4 years,31913,23.12,75.99,14.2,0,10,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),1,0,0,0.3133,0.0839,839
LC001255,2024-06-01,2024,6,20000,36,12.13,C,Home Improvement,MORTGAGE,1 year,18000,22.66,43.28,13.9,0,15,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,1.1111,0.1169,2339
LC001256,2024-12-01,2024,12,15000,60,26.36,F,Debt Consolidation,MORTGAGE,8 years,59888,18.03,63.02,10.2,1,1,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.2505,0.4254,6382
LC001257,2024-11-01,2024,11,30000,36,16.68,D,Small Business,RENT,2 years,73457,42.66,27.93,10.4,0,13,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.4084,0.2774,8323
LC001258,2020-04-01,2020,4,25000,36,13.47,C,Debt Consolidation,RENT,5 years,61761,20.84,56.1,7.8,0,10,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.4048,0.1402,3504
LC001259,2023-04-01,2023,4,15000,36,6.57,A,Small Business,RENT,10+ years,20439,21.68,55.42,20.7,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.7339,0.0346,518
LC001260,2020-12-01,2020,12,15000,60,15.77,D,Debt Consolidation,MORTGAGE,2 years,45459,10.12,30.53,17.7,0,7,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.33,0.173,2595
LC001261,2024-04-01,2024,4,15000,36,26.37,F,Education,MORTGAGE,6 years,18000,17.84,23.24,13.9,0,7,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.8333,0.3763,5644
LC001262,2021-11-01,2021,11,30000,60,5.91,A,Home Improvement,OWN,5 years,107457,14.75,39.21,9.5,0,8,1,Charged Off,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2792,0.0335,1005
LC001263,2021-06-01,2021,6,5000,36,12.74,C,Home Improvement,RENT,< 1 year,31476,28.16,9.42,19.2,0,11,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1589,0.1356,678
LC001264,2024-01-01,2024,1,5000,60,21.74,E,Debt Consolidation,MORTGAGE,10+ years,101489,34.18,35.92,18.2,0,10,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.0493,0.3317,1659
LC001265,2019-09-01,2019,9,30000,36,17.13,D,Debt Consolidation,MORTGAGE,< 1 year,86937,22.05,59.28,24.3,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.3451,0.1998,5993
LC001266,2020-02-01,2020,2,20000,36,15.38,D,Home Improvement,MORTGAGE,5 years,34534,24.98,78.92,19.6,0,7,1,Charged Off,DTI 20-30% (Moderate),Grade C/D (High),1,0,0,0.5791,0.2508,5015
LC001267,2022-02-01,2022,2,10000,36,17.65,D,Home Improvement,MORTGAGE,7 years,30749,15.88,26.15,9.4,0,8,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.3252,0.1898,1898
LC001268,2023-05-01,2023,5,10000,36,9.4,B,Small Business,RENT,7 years,64549,45.04,64.39,11.3,1,15,0,Fully Paid,DTI > 43% (Very High),Grade A/B (Prime),0,0,1,0.1549,0.205,2050
LC001269,2023-12-01,2023,12,35000,36,10.31,B,Debt Consolidation,MORTGAGE,8 years,35520,40.51,8.62,24.9,0,10,1,Charged Off,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.9854,0.135,4726
LC001270,2023-12-01,2023,12,30000,60,21.76,E,Medical,RENT,3 years,57025,35.69,79.05,8.3,1,10,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),1,0,0,0.5261,0.428,12839
LC001271,2024-11-01,2024,11,25000,36,22.28,E,Auto,RENT,< 1 year,42556,35.43,24.55,16.9,1,12,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.5875,0.3487,8718
LC001272,2020-04-01,2020,4,20000,60,21.77,E,Education,MORTGAGE,9 years,22235,16.38,55.89,19.5,0,8,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.8995,0.2868,5736
LC001273,2022-03-01,2022,3,20000,36,27.88,F,Debt Consolidation,MORTGAGE,6 years,18000,30.84,17.07,19.2,0,10,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,1.1111,0.4164,8327
LC001274,2023-05-01,2023,5,40000,36,13.22,C,Small Business,OWN,10+ years,60678,32.57,29.11,8.5,0,11,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.6592,0.1728,6911
LC001275,2023-07-01,2023,7,40000,36,12.72,C,Debt Consolidation,MORTGAGE,10+ years,40914,31.0,39.47,13.8,0,5,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.9777,0.1506,6024
LC001276,2022-10-01,2022,10,10000,36,23.22,E,Debt Consolidation,MORTGAGE,10+ years,41087,10.17,40.69,8.5,0,7,1,Charged Off,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.2434,0.2945,2945
LC001277,2019-02-01,2019,2,30000,60,17.51,D,Vacation,MORTGAGE,6 years,76721,19.96,46.06,11.3,0,13,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.391,0.1841,5523
LC001278,2019-06-01,2019,6,10000,60,17.26,D,Debt Consolidation,MORTGAGE,4 years,97414,17.86,45.65,14.4,1,4,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.1027,0.1868,1868
LC001279,2019-04-01,2019,4,10000,36,20.38,E,Small Business,RENT,10+ years,47275,18.47,31.08,20.1,0,4,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.2115,0.275,2750
LC001280,2021-02-01,2021,2,25000,60,20.37,E,Small Business,RENT,5 years,45693,21.4,21.57,18.9,0,7,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.5471,0.2806,7015
LC001281,2019-01-01,2019,1,15000,36,9.43,B,Medical,RENT,2 years,69569,27.52,11.95,15.4,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2156,0.0831,1246
LC001282,2022-08-01,2022,8,35000,60,9.32,B,Small Business,MORTGAGE,10+ years,27489,31.71,86.36,13.6,1,9,1,Charged Off,DTI 30-43% (High),Grade A/B (Prime),1,0,0,1.2732,0.1888,6607
LC001283,2020-05-01,2020,5,5000,60,5.91,A,Debt Consolidation,RENT,10+ years,60571,41.6,40.11,15.5,0,9,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.0825,0.1034,517
LC001284,2023-10-01,2023,10,20000,60,12.91,C,Home Improvement,RENT,5 years,71392,17.19,9.23,16.6,0,5,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.2801,0.103,2060
LC001285,2024-02-01,2024,2,35000,36,7.67,A,Small Business,RENT,< 1 year,76124,34.02,64.46,12.8,1,11,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.4598,0.1206,4221
LC001286,2021-08-01,2021,8,35000,36,13.36,C,Debt Consolidation,OWN,4 years,20571,25.6,53.65,3.2,0,11,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,1.7014,0.1681,5884
LC001287,2022-03-01,2022,3,10000,36,11.89,C,Home Improvement,RENT,10+ years,37024,12.45,60.07,11.0,0,6,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.2701,0.1351,1351
LC001288,2024-07-01,2024,7,15000,60,9.11,B,Debt Consolidation,MORTGAGE,10+ years,34922,30.97,18.49,14.4,0,8,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.4295,0.0987,1480
LC001289,2022-02-01,2022,2,20000,60,12.16,C,Debt Consolidation,RENT,2 years,56951,38.67,51.04,19.4,0,11,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.3512,0.1798,3595
LC001290,2024-07-01,2024,7,10000,36,6.09,A,Home Improvement,MORTGAGE,< 1 year,68897,39.26,49.99,11.5,0,7,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.1451,0.1045,1045
LC001291,2020-04-01,2020,4,40000,60,6.07,A,Debt Consolidation,RENT,10+ years,114503,24.31,53.76,10.8,1,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3493,0.0664,2654
LC001292,2024-10-01,2024,10,35000,60,21.02,E,Small Business,RENT,4 years,42299,25.34,90.6,4.6,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),1,0,0,0.8274,0.4088,14307
LC001293,2022-01-01,2022,1,10000,36,8.2,B,Medical,MORTGAGE,6 years,42244,10.85,79.99,14.9,0,11,1,Charged Off,DTI < 20% (Low),Grade A/B (Prime),1,0,0,0.2367,0.1133,1133
LC001294,2019-05-01,2019,5,10000,60,6.3,A,Education,RENT,10+ years,96263,17.15,10.55,15.0,0,3,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1039,0.02,200
LC001295,2024-12-01,2024,12,5000,36,12.35,C,Debt Consolidation,RENT,< 1 year,62836,35.6,51.65,7.5,0,8,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.0796,0.1912,956
LC001296,2024-12-01,2024,12,35000,36,14.46,D,Debt Consolidation,RENT,8 years,102112,29.17,26.17,18.8,0,13,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.3428,0.2097,7339
LC001297,2021-04-01,2021,4,10000,36,10.84,B,Debt Consolidation,RENT,< 1 year,62590,22.76,18.53,14.3,0,10,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1598,0.0661,661
LC001298,2024-08-01,2024,8,15000,36,17.67,D,Medical,RENT,4 years,30377,31.17,16.97,8.3,0,15,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.4938,0.2378,3567
LC001299,2020-01-01,2020,1,15000,60,6.1,A,Medical,RENT,10+ years,27818,25.17,8.75,12.0,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.5392,0.0467,700
LC001300,2023-02-01,2023,2,20000,36,6.42,A,Debt Consolidation,MORTGAGE,5 years,24940,25.78,30.1,13.6,0,4,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.8019,0.0443,886
LC001301,2020-05-01,2020,5,5000,36,11.86,C,Auto,MORTGAGE,10+ years,75435,15.35,25.39,9.7,0,6,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.0663,0.1189,594
LC001302,2020-10-01,2020,10,10000,36,14.16,C,Debt Consolidation,MORTGAGE,6 years,98155,48.18,63.01,23.8,0,10,1,Charged Off,DTI > 43% (Very High),Grade C/D (High),0,0,1,0.1019,0.2417,2417
LC001303,2023-10-01,2023,10,35000,36,18.32,D,Small Business,RENT,4 years,136582,15.69,42.36,10.5,0,8,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.2563,0.1865,6528
LC001304,2021-12-01,2021,12,35000,36,16.93,D,Medical,OWN,2 years,82582,20.78,77.67,6.0,0,4,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),1,0,0,0.4238,0.2585,9046
LC001305,2019-02-01,2019,2,30000,36,27.62,F,Auto,RENT,4 years,96898,14.41,50.39,7.9,1,5,1,Charged Off,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.3096,0.4071,12212
LC001306,2021-11-01,2021,11,5000,36,12.94,C,Medical,RENT,4 years,40538,20.73,14.67,16.3,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1233,0.1059,530
LC001307,2020-01-01,2020,1,15000,60,8.13,B,Education,MORTGAGE,< 1 year,30388,29.22,59.15,18.9,1,13,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.4936,0.1202,1803
LC001308,2023-06-01,2023,6,20000,60,21.07,E,Home Improvement,RENT,4 years,82871,8.95,42.76,16.2,1,8,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.2413,0.287,5740
LC001309,2020-12-01,2020,12,10000,36,9.31,B,Education,RENT,5 years,66759,37.73,43.34,18.5,0,4,1,Charged Off,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.1498,0.1239,1239
LC001310,2024-12-01,2024,12,35000,60,12.44,C,Debt Consolidation,MORTGAGE,9 years,57166,30.46,25.84,11.4,0,6,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.6122,0.1556,5447
LC001311,2021-10-01,2021,10,25000,60,6.23,A,Auto,OWN,8 years,65755,18.89,57.91,5.1,0,6,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.3802,0.0625,1563
LC001312,2021-04-01,2021,4,5000,60,6.33,A,Small Business,MORTGAGE,8 years,63678,15.79,16.76,2.6,1,10,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,1,0,0.0785,0.0662,331
LC001313,2021-05-01,2021,5,35000,60,26.74,F,Education,MORTGAGE,< 1 year,102941,33.15,9.88,32.2,0,10,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.34,0.4256,14896
LC001314,2023-03-01,2023,3,40000,60,21.44,E,Home Improvement,OWN,2 years,103517,30.94,6.13,16.6,0,7,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.3864,0.3188,12750
LC001315,2019-10-01,2019,10,5000,36,15.95,D,Medical,RENT,8 years,71119,20.54,21.54,12.7,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.0703,0.1821,910
LC001316,2022-06-01,2022,6,20000,36,12.23,C,Small Business,RENT,6 years,82694,22.3,27.49,14.4,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.2419,0.114,2280
LC001317,2021-04-01,2021,4,15000,60,5.37,A,Medical,RENT,< 1 year,70055,11.39,30.65,31.5,0,10,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2141,0.02,300
LC001318,2024-06-01,2024,6,15000,36,7.18,A,Debt Consolidation,RENT,10+ years,43020,46.29,42.3,9.8,0,11,0,Fully Paid,DTI > 43% (Very High),Grade A/B (Prime),0,0,1,0.3487,0.1378,2066
LC001319,2019-05-01,2019,5,10000,60,7.52,B,Debt Consolidation,RENT,9 years,79085,25.74,81.99,12.9,1,8,1,Charged Off,DTI 20-30% (Moderate),Grade A/B (Prime),1,0,0,0.1264,0.1582,1582
LC001320,2024-11-01,2024,11,20000,60,13.72,C,Debt Consolidation,OWN,6 years,26977,29.71,75.09,19.4,0,2,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),1,0,0,0.7414,0.192,3840
LC001321,2020-02-01,2020,2,40000,36,17.91,D,Debt Consolidation,MORTGAGE,< 1 year,91761,12.17,51.79,14.5,0,8,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.4359,0.1781,7123
LC001322,2019-04-01,2019,4,20000,60,16.56,D,Auto,MORTGAGE,9 years,29814,20.96,13.07,6.1,1,1,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.6708,0.2155,4311
LC001323,2020-02-01,2020,2,5000,36,7.12,B,Debt Consolidation,RENT,7 years,62499,12.65,79.23,28.0,0,5,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),1,0,0,0.08,0.1115,557
LC001324,2019-05-01,2019,5,20000,60,26.51,F,Vacation,MORTGAGE,9 years,35505,29.44,23.14,28.3,1,10,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.5633,0.4228,8455
LC001325,2022-03-01,2022,3,15000,36,16.75,D,Home Improvement,OWN,9 years,71446,35.96,14.78,16.9,0,10,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.2099,0.2368,3553
LC001326,2024-06-01,2024,6,30000,60,11.99,C,Debt Consolidation,MORTGAGE,10+ years,53265,26.29,58.33,34.0,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.5632,0.1448,4345
LC001327,2019-11-01,2019,11,15000,36,16.39,D,Education,RENT,6 years,24407,32.53,78.31,14.9,3,13,1,Charged Off,DTI 30-43% (High),Grade C/D (High),1,0,0,0.6146,0.316,4741
LC001328,2022-05-01,2022,5,10000,60,14.02,C,Medical,MORTGAGE,1 year,66860,27.82,48.94,16.0,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1496,0.1343,1343
LC001329,2021-02-01,2021,2,10000,60,9.73,B,Small Business,RENT,8 years,40580,34.94,19.96,3.9,0,7,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.2464,0.1461,1461
LC001330,2021-10-01,2021,10,25000,36,8.46,B,Small Business,RENT,7 years,84168,37.34,40.3,13.9,2,12,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.297,0.1497,3741
LC001331,2021-11-01,2021,11,10000,60,15.52,D,Medical,RENT,9 years,54212,12.41,55.84,15.3,0,2,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.1845,0.1847,1847
LC001332,2024-08-01,2024,8,25000,36,6.14,A,Debt Consolidation,MORTGAGE,2 years,66020,22.9,31.28,22.9,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3787,0.0286,715
LC001333,2019-06-01,2019,6,10000,60,6.23,A,Vacation,MORTGAGE,2 years,33564,26.08,15.91,13.9,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2979,0.0446,446
LC001334,2023-09-01,2023,9,15000,36,6.8,A,Vacation,RENT,10+ years,40349,25.21,51.32,12.5,0,10,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3718,0.048,720
LC001335,2020-03-01,2020,3,20000,60,5.97,A,Medical,RENT,9 years,43074,18.89,25.4,9.0,0,14,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.4643,0.035,700
LC001336,2021-11-01,2021,11,35000,60,21.81,E,Debt Consolidation,MORTGAGE,10+ years,83146,31.57,63.02,9.7,0,12,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.4209,0.3632,12713
LC001337,2022-04-01,2022,4,35000,36,18.35,D,Medical,RENT,9 years,125328,20.03,44.75,7.2,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.2793,0.1965,6878
LC001338,2021-11-01,2021,11,10000,36,13.45,C,Debt Consolidation,RENT,7 years,36222,28.26,68.61,14.8,1,9,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.2761,0.1859,1859
LC001339,2019-08-01,2019,8,15000,60,6.36,A,Debt Consolidation,RENT,8 years,92821,24.7,59.32,16.6,1,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1616,0.0664,997
LC001340,2019-07-01,2019,7,10000,36,12.65,C,Debt Consolidation,MORTGAGE,10+ years,18309,17.26,43.92,15.6,0,7,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.5462,0.103,1030
LC001341,2021-08-01,2021,8,20000,36,12.51,C,Home Improvement,RENT,7 years,29819,23.5,42.1,11.4,0,14,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.6707,0.1278,2556
LC001342,2024-09-01,2024,9,20000,36,7.34,A,Auto,RENT,7 years,33544,34.52,41.32,15.1,1,10,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.5962,0.0871,1742
LC001343,2020-08-01,2020,8,35000,36,12.3,C,Medical,RENT,2 years,27550,20.7,16.31,15.6,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,1.2704,0.1058,3703
LC001344,2023-08-01,2023,8,35000,36,9.24,B,Medical,OWN,5 years,24544,31.31,68.98,14.2,0,8,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,1.426,0.1386,4851
LC001345,2021-06-01,2021,6,15000,60,16.84,D,Home Improvement,MORTGAGE,8 years,66603,27.58,54.7,15.1,1,9,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.2252,0.2247,3371
LC001346,2024-11-01,2024,11,20000,60,16.4,D,Home Improvement,MORTGAGE,3 years,48677,12.47,57.12,14.1,0,5,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.4109,0.1899,3799
LC001347,2022-02-01,2022,2,35000,60,5.3,A,Home Improvement,RENT,2 years,65493,12.46,52.49,28.8,0,7,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.5344,0.022,769
LC001348,2020-12-01,2020,12,30000,36,9.46,B,Vacation,MORTGAGE,3 years,76515,18.03,34.09,9.0,1,11,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.3921,0.083,2490
LC001349,2024-07-01,2024,7,5000,36,16.75,D,Debt Consolidation,RENT,3 years,61871,15.16,13.24,22.9,0,8,1,Charged Off,DTI < 20% (Low),Grade C/D (High),0,0,0,0.0808,0.173,865
LC001350,2020-04-01,2020,4,15000,36,13.2,C,Auto,MORTGAGE,2 years,75273,52.63,25.71,4.6,0,8,0,Fully Paid,DTI > 43% (Very High),Grade C/D (High),0,0,1,0.1993,0.2647,3971
LC001351,2022-03-01,2022,3,15000,60,20.97,E,Small Business,OWN,5 years,52325,35.04,60.8,20.4,0,6,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.2867,0.3568,5351
LC001352,2022-04-01,2022,4,10000,36,17.78,D,Home Improvement,MORTGAGE,10+ years,29927,24.19,20.11,10.3,1,9,1,Charged Off,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.3342,0.2159,2159
LC001353,2021-04-01,2021,4,10000,36,5.7,A,Medical,OWN,6 years,91941,24.49,23.96,19.0,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1088,0.035,350
LC001354,2024-03-01,2024,3,5000,36,7.77,A,Small Business,MORTGAGE,2 years,40354,23.0,9.66,9.0,1,8,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1239,0.059,295
LC001355,2024-09-01,2024,9,25000,60,15.4,D,Auto,RENT,< 1 year,33935,35.71,24.78,18.1,1,8,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.7367,0.2478,6196
LC001356,2024-03-01,2024,3,10000,60,6.75,A,Auto,OWN,8 years,49565,23.34,51.62,10.0,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2018,0.0486,486
LC001357,2024-02-01,2024,2,5000,36,13.18,C,Home Improvement,RENT,4 years,34324,25.72,16.97,22.5,1,14,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1457,0.1379,689
LC001358,2022-01-01,2022,1,10000,36,26.16,F,Debt Consolidation,MORTGAGE,10+ years,43971,35.03,6.34,11.6,0,10,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.2274,0.4433,4433
LC001359,2019-11-01,2019,11,30000,60,13.14,C,Small Business,RENT,8 years,64346,22.45,19.35,14.0,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.4662,0.1158,3474
LC001360,2023-01-01,2023,1,30000,36,10.22,B,Auto,RENT,10+ years,64484,12.78,47.72,3.1,1,7,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.4652,0.1007,3021
LC001361,2021-05-01,2021,5,20000,60,15.03,D,Debt Consolidation,RENT,3 years,34582,41.71,20.86,9.4,0,11,1,Charged Off,DTI 30-43% (High),Grade C/D (High),0,0,0,0.5783,0.2766,5533
LC001362,2020-12-01,2020,12,15000,60,13.2,C,Small Business,RENT,8 years,42453,30.09,50.01,24.2,1,9,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.3533,0.1554,2331
LC001363,2022-12-01,2022,12,40000,60,10.81,C,Medical,MORTGAGE,3 years,92704,33.45,49.33,9.9,0,4,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.4315,0.1721,6884
